Store_Maturity_Performance,BHS_Category,Business_Health_Score,Product_Performance_Type,Table Names,Store_ID-1,Product_ID-1,Product_Name,Store_Name,Sale_ID,Product_Category,Store_City,Date,Store_Location,Store_ID,Store_Open_Date,Product_ID,Units,Quarter_No,Year,Manufacture_Cost,Sales_Price_Clean,Revenue,Profit Margin,Profit Category
High Performing Mature Store,Average,7.37,Low Performer,sales_2023.csv,14,18,Lego Bricks,Maven Toys Guanajuato 1,522787,Toys,Guanajuato,3/14/2023,Downtown,14,1/31/2007,18,7,1,2023,34.99,39.99,279.93,14.29,Low
High Performing Mature Store,Average,7.37,Low Performer,sales_2023.csv,14,18,Lego Bricks,Maven Toys Guanajuato 1,522787,Toys,Guanajuato,3/14/2023,Downtown,14,1/31/2007,18,7,1,2023,34.99,39.99,279.93,14.29,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,1,19,Magic Sand,Maven Toys Guadalajara 1,433399,Art & Crafts,Guadalajara,5/14/2023,Residential,1,9/18/1992,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,1,19,Magic Sand,Maven Toys Guadalajara 1,622094,Art & Crafts,Guadalajara,5/14/2023,Residential,1,9/18/1992,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,1,19,Magic Sand,Maven Toys Guadalajara 1,622461,Art & Crafts,Guadalajara,5/14/2023,Residential,1,9/18/1992,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,1,19,Magic Sand,Maven Toys Guadalajara 1,622678,Art & Crafts,Guadalajara,5/14/2023,Residential,1,9/18/1992,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,1,19,Magic Sand,Maven Toys Guadalajara 1,623063,Art & Crafts,Guadalajara,5/14/2023,Residential,1,9/18/1992,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,1,19,Magic Sand,Maven Toys Guadalajara 1,623435,Art & Crafts,Guadalajara,5/14/2023,Residential,1,9/18/1992,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,6,19,Magic Sand,Maven Toys Mexicali 1,594416,Art & Crafts,Mexicali,4/28/2023,Commercial,6,12/13/2003,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,6,19,Magic Sand,Maven Toys Mexicali 1,594685,Art & Crafts,Mexicali,4/28/2023,Commercial,6,12/13/2003,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,17,19,Magic Sand,Maven Toys Toluca 1,458896,Art & Crafts,Toluca,1/28/2023,Downtown,17,12/9/2007,19,7,1,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,17,19,Magic Sand,Maven Toys Toluca 1,458921,Art & Crafts,Toluca,1/28/2023,Downtown,17,12/9/2007,19,7,1,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,17,19,Magic Sand,Maven Toys Toluca 1,459207,Art & Crafts,Toluca,1/28/2023,Downtown,17,12/9/2007,19,7,1,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,25,19,Magic Sand,Maven Toys Ciudad Victoria 1,433399,Art & Crafts,Ciudad Victoria,4/30/2023,Downtown,25,9/8/2010,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,25,19,Magic Sand,Maven Toys Ciudad Victoria 1,598950,Art & Crafts,Ciudad Victoria,4/30/2023,Downtown,25,9/8/2010,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,25,19,Magic Sand,Maven Toys Ciudad Victoria 1,599593,Art & Crafts,Ciudad Victoria,4/30/2023,Downtown,25,9/8/2010,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,26,19,Magic Sand,Maven Toys Campeche 2,433399,Art & Crafts,Campeche,6/15/2023,Commercial,26,9/15/2010,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,26,19,Magic Sand,Maven Toys Campeche 2,671870,Art & Crafts,Campeche,6/15/2023,Commercial,26,9/15/2010,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,26,19,Magic Sand,Maven Toys Campeche 2,672307,Art & Crafts,Campeche,6/15/2023,Commercial,26,9/15/2010,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,26,19,Magic Sand,Maven Toys Campeche 2,672747,Art & Crafts,Campeche,6/15/2023,Commercial,26,9/15/2010,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,27,19,Magic Sand,Maven Toys Oaxaca 1,469172,Art & Crafts,Oaxaca,2/4/2023,Downtown,27,10/2/2010,19,7,1,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,27,19,Magic Sand,Maven Toys Oaxaca 1,470444,Art & Crafts,Oaxaca,2/4/2023,Downtown,27,10/2/2010,19,7,1,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,35,19,Magic Sand,Maven Toys Chilpancingo 1,715844,Art & Crafts,Chilpancingo,7/12/2023,Downtown,35,6/11/2013,19,7,3,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,35,19,Magic Sand,Maven Toys Chilpancingo 1,716494,Art & Crafts,Chilpancingo,7/12/2023,Downtown,35,6/11/2013,19,7,3,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,35,19,Magic Sand,Maven Toys Chilpancingo 1,716551,Art & Crafts,Chilpancingo,7/12/2023,Downtown,35,6/11/2013,19,7,3,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,42,19,Magic Sand,Maven Toys Hermosillo 3,433399,Art & Crafts,Hermosillo,4/8/2023,Commercial,42,6/27/2014,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,42,19,Magic Sand,Maven Toys Hermosillo 3,566083,Art & Crafts,Hermosillo,4/8/2023,Commercial,42,6/27/2014,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,42,19,Magic Sand,Maven Toys Hermosillo 3,566334,Art & Crafts,Hermosillo,4/8/2023,Commercial,42,6/27/2014,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,42,19,Magic Sand,Maven Toys Hermosillo 3,566706,Art & Crafts,Hermosillo,4/8/2023,Commercial,42,6/27/2014,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,42,19,Magic Sand,Maven Toys Hermosillo 3,599519,Art & Crafts,Hermosillo,4/30/2023,Commercial,42,6/27/2014,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,42,19,Magic Sand,Maven Toys Hermosillo 3,599660,Art & Crafts,Hermosillo,4/30/2023,Commercial,42,6/27/2014,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,42,19,Magic Sand,Maven Toys Hermosillo 3,600781,Art & Crafts,Hermosillo,4/30/2023,Commercial,42,6/27/2014,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,47,19,Magic Sand,Maven Toys Guanajuato 1,643619,Art & Crafts,Monterrey,5/27/2023,Commercial,47,11/21/2015,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,47,19,Magic Sand,Maven Toys Guanajuato 1,643619,Art & Crafts,Monterrey,5/27/2023,Commercial,47,11/21/2015,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Average,7.32,Low Performer,sales_2023.csv,50,19,Magic Sand,Maven Toys Guanajuato 3,599004,Art & Crafts,Guanajuato,4/30/2023,Residential,50,5/18/2016,19,7,2,2023,13.99,15.99,111.93,14.3,Low
High Performing Mature Store,Excellent,21.62,Niche Premium Product,sales_2023.csv,38,21,Mini Ping Pong Set,Maven Toys Chihuahua 2,433399,Sports & Outdoors,Chihuahua,3/18/2023,Downtown,38,3/18/2014,21,7,1,2023,6.99,9.99,69.93,42.92,Medium
High Performing Mature Store,Excellent,21.62,Niche Premium Product,sales_2023.csv,38,21,Mini Ping Pong Set,Maven Toys Chihuahua 2,528921,Sports & Outdoors,Chihuahua,3/18/2023,Downtown,38,3/18/2014,21,7,1,2023,6.99,9.99,69.93,42.92,Medium
High Performing Mature Store,Excellent,21.62,Niche Premium Product,sales_2023.csv,38,21,Mini Ping Pong Set,Maven Toys Chihuahua 2,530825,Sports & Outdoors,Chihuahua,3/18/2023,Downtown,38,3/18/2014,21,7,1,2023,6.99,9.99,69.93,42.92,Medium
High Performing Mature Store,Excellent,21.62,Niche Premium Product,sales_2023.csv,38,21,Mini Ping Pong Set,Maven Toys Chihuahua 2,540321,Sports & Outdoors,Chihuahua,3/25/2023,Downtown,38,3/18/2014,21,7,1,2023,6.99,9.99,69.93,42.92,Medium
High Performing Mature Store,Excellent,21.62,Niche Premium Product,sales_2023.csv,38,21,Mini Ping Pong Set,Maven Toys Chihuahua 2,541341,Sports & Outdoors,Chihuahua,3/25/2023,Downtown,38,3/18/2014,21,7,1,2023,6.99,9.99,69.93,42.92,Medium
High Performing Mature Store,Good,16.86,Niche Premium Product,sales_2023.csv,27,24,Nerf Gun,Maven Toys Oaxaca 1,820718,Sports & Outdoors,Oaxaca,9/25/2023,Downtown,27,10/2/2010,24,7,3,2023,14.99,19.99,139.93,33.36,Medium
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,2,25,Playdoh Can,Maven Toys Guanajuato 1,433399,Art & Crafts,Monterrey,4/17/2023,Residential,2,4/27/1995,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,2,25,Playdoh Can,Maven Toys Guanajuato 1,579183,Art & Crafts,Monterrey,4/17/2023,Residential,2,4/27/1995,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,2,25,Playdoh Can,Maven Toys Guanajuato 1,579739,Art & Crafts,Monterrey,4/17/2023,Residential,2,4/27/1995,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,4,25,Playdoh Can,Maven Toys Saltillo 1,433399,Art & Crafts,Saltillo,6/2/2023,Downtown,4,1/1/2000,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,14,25,Playdoh Can,Maven Toys Guanajuato 1,433399,Art & Crafts,Guanajuato,3/18/2023,Downtown,14,1/31/2007,25,7,1,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,14,25,Playdoh Can,Maven Toys Guanajuato 1,433399,Art & Crafts,Guanajuato,3/18/2023,Downtown,14,1/31/2007,25,7,1,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,14,25,Playdoh Can,Maven Toys Guanajuato 1,529791,Art & Crafts,Guanajuato,3/18/2023,Downtown,14,1/31/2007,25,7,1,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,14,25,Playdoh Can,Maven Toys Guanajuato 1,529791,Art & Crafts,Guanajuato,3/18/2023,Downtown,14,1/31/2007,25,7,1,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,14,25,Playdoh Can,Maven Toys Guanajuato 1,530417,Art & Crafts,Guanajuato,3/18/2023,Downtown,14,1/31/2007,25,7,1,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,14,25,Playdoh Can,Maven Toys Guanajuato 1,530417,Art & Crafts,Guanajuato,3/18/2023,Downtown,14,1/31/2007,25,7,1,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,14,25,Playdoh Can,Maven Toys Guanajuato 1,675928,Art & Crafts,Guanajuato,6/17/2023,Downtown,14,1/31/2007,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,14,25,Playdoh Can,Maven Toys Guanajuato 1,675928,Art & Crafts,Guanajuato,6/17/2023,Downtown,14,1/31/2007,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,14,25,Playdoh Can,Maven Toys Guanajuato 1,676313,Art & Crafts,Guanajuato,6/17/2023,Downtown,14,1/31/2007,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,14,25,Playdoh Can,Maven Toys Guanajuato 1,676313,Art & Crafts,Guanajuato,6/17/2023,Downtown,14,1/31/2007,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,14,25,Playdoh Can,Maven Toys Guanajuato 1,808031,Art & Crafts,Guanajuato,9/16/2023,Downtown,14,1/31/2007,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,14,25,Playdoh Can,Maven Toys Guanajuato 1,808031,Art & Crafts,Guanajuato,9/16/2023,Downtown,14,1/31/2007,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,14,25,Playdoh Can,Maven Toys Guanajuato 1,808108,Art & Crafts,Guanajuato,9/16/2023,Downtown,14,1/31/2007,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,14,25,Playdoh Can,Maven Toys Guanajuato 1,808108,Art & Crafts,Guanajuato,9/16/2023,Downtown,14,1/31/2007,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,17,25,Playdoh Can,Maven Toys Toluca 1,521134,Art & Crafts,Toluca,3/13/2023,Downtown,17,12/9/2007,25,7,1,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,17,25,Playdoh Can,Maven Toys Toluca 1,521281,Art & Crafts,Toluca,3/13/2023,Downtown,17,12/9/2007,25,7,1,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,17,25,Playdoh Can,Maven Toys Toluca 1,522088,Art & Crafts,Toluca,3/13/2023,Downtown,17,12/9/2007,25,7,1,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,17,25,Playdoh Can,Maven Toys Toluca 1,654418,Art & Crafts,Toluca,6/3/2023,Downtown,17,12/9/2007,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,17,25,Playdoh Can,Maven Toys Toluca 1,654681,Art & Crafts,Toluca,6/3/2023,Downtown,17,12/9/2007,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,17,25,Playdoh Can,Maven Toys Toluca 1,654842,Art & Crafts,Toluca,6/3/2023,Downtown,17,12/9/2007,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,22,25,Playdoh Can,Maven Toys Guanajuato 2,741103,Art & Crafts,Nan,7/28/2023,Commercial,22,3/29/2010,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,22,25,Playdoh Can,Maven Toys Guanajuato 2,741103,Art & Crafts,Nan,7/28/2023,Commercial,22,3/29/2010,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,25,25,Playdoh Can,Maven Toys Ciudad Victoria 1,717263,Art & Crafts,Ciudad Victoria,7/13/2023,Downtown,25,9/8/2010,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,25,25,Playdoh Can,Maven Toys Ciudad Victoria 1,717340,Art & Crafts,Ciudad Victoria,7/13/2023,Downtown,25,9/8/2010,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,26,25,Playdoh Can,Maven Toys Campeche 2,767850,Art & Crafts,Campeche,8/16/2023,Commercial,26,9/15/2010,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,30,25,Playdoh Can,Maven Toys Guanajuato 1,433399,Art & Crafts,Guadalajara,4/13/2023,Airport,30,10/20/2011,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,30,25,Playdoh Can,Maven Toys Guanajuato 1,573088,Art & Crafts,Guadalajara,4/13/2023,Airport,30,10/20/2011,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,34,25,Playdoh Can,Maven Toys Villahermosa 1,798556,Art & Crafts,Villahermosa,9/9/2023,Downtown,34,6/7/2013,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,34,25,Playdoh Can,Maven Toys Villahermosa 1,799793,Art & Crafts,Villahermosa,9/9/2023,Downtown,34,6/7/2013,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,35,25,Playdoh Can,Maven Toys Chilpancingo 1,770426,Art & Crafts,Chilpancingo,8/18/2023,Downtown,35,6/11/2013,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,35,25,Playdoh Can,Maven Toys Chilpancingo 1,770868,Art & Crafts,Chilpancingo,8/18/2023,Downtown,35,6/11/2013,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,35,25,Playdoh Can,Maven Toys Chilpancingo 1,771285,Art & Crafts,Chilpancingo,8/18/2023,Downtown,35,6/11/2013,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,35,25,Playdoh Can,Maven Toys Chilpancingo 1,771480,Art & Crafts,Chilpancingo,8/18/2023,Downtown,35,6/11/2013,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,41,25,Playdoh Can,Maven Toys Hermosillo 2,669800,Art & Crafts,Hermosillo,6/13/2023,Downtown,41,6/1/2014,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,42,25,Playdoh Can,Maven Toys Hermosillo 3,522449,Art & Crafts,Hermosillo,3/14/2023,Commercial,42,6/27/2014,25,7,1,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,42,25,Playdoh Can,Maven Toys Hermosillo 3,523437,Art & Crafts,Hermosillo,3/14/2023,Commercial,42,6/27/2014,25,7,1,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,42,25,Playdoh Can,Maven Toys Hermosillo 3,659945,Art & Crafts,Hermosillo,6/7/2023,Commercial,42,6/27/2014,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,42,25,Playdoh Can,Maven Toys Hermosillo 3,728902,Art & Crafts,Hermosillo,7/20/2023,Commercial,42,6/27/2014,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,42,25,Playdoh Can,Maven Toys Hermosillo 3,729013,Art & Crafts,Hermosillo,7/20/2023,Commercial,42,6/27/2014,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,42,25,Playdoh Can,Maven Toys Hermosillo 3,753973,Art & Crafts,Hermosillo,8/5/2023,Commercial,42,6/27/2014,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,46,25,Playdoh Can,Maven Toys Guadalajara 4,724219,Art & Crafts,Guadalajara,7/17/2023,Downtown,46,10/31/2015,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,46,25,Playdoh Can,Maven Toys Guadalajara 4,724312,Art & Crafts,Guadalajara,7/17/2023,Downtown,46,10/31/2015,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,47,25,Playdoh Can,Maven Toys Guanajuato 1,675591,Art & Crafts,Monterrey,6/17/2023,Commercial,47,11/21/2015,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,47,25,Playdoh Can,Maven Toys Guanajuato 1,676693,Art & Crafts,Monterrey,6/17/2023,Commercial,47,11/21/2015,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,47,25,Playdoh Can,Maven Toys Guanajuato 1,677411,Art & Crafts,Monterrey,6/17/2023,Commercial,47,11/21/2015,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,48,25,Playdoh Can,Maven Toys Saltillo 2,599653,Art & Crafts,Saltillo,4/30/2023,Commercial,48,3/23/2016,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,48,25,Playdoh Can,Maven Toys Saltillo 2,600867,Art & Crafts,Saltillo,4/30/2023,Commercial,48,3/23/2016,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,48,25,Playdoh Can,Maven Toys Saltillo 2,619765,Art & Crafts,Saltillo,5/12/2023,Commercial,48,3/23/2016,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,48,25,Playdoh Can,Maven Toys Saltillo 2,619806,Art & Crafts,Saltillo,5/12/2023,Commercial,48,3/23/2016,25,7,2,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,48,25,Playdoh Can,Maven Toys Saltillo 2,433399,Art & Crafts,Saltillo,9/3/2023,Commercial,48,3/23/2016,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,48,25,Playdoh Can,Maven Toys Saltillo 2,791538,Art & Crafts,Saltillo,9/3/2023,Commercial,48,3/23/2016,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,48,25,Playdoh Can,Maven Toys Saltillo 2,791568,Art & Crafts,Saltillo,9/3/2023,Commercial,48,3/23/2016,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,48,25,Playdoh Can,Maven Toys Saltillo 2,791607,Art & Crafts,Saltillo,9/3/2023,Commercial,48,3/23/2016,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,48,25,Playdoh Can,Maven Toys Saltillo 2,792066,Art & Crafts,Saltillo,9/3/2023,Commercial,48,3/23/2016,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,25.27,Niche Premium Product,sales_2023.csv,48,25,Playdoh Can,Maven Toys Saltillo 2,792325,Art & Crafts,Saltillo,9/3/2023,Commercial,48,3/23/2016,25,7,3,2023,1.99,2.99,20.93,50.25,High
Average Store,Excellent,50.42,Niche Premium Product,sales_2023.csv,8,3,Barrel O Slime,Maven Toys Pachuca 1,599118,Art & Crafts,Pachuca,4/30/2023,Downtown,8,10/14/2004,3,8,2,2023,1.99,3.99,31.92,100.5,High
Average Store,Excellent,50.42,Niche Premium Product,sales_2023.csv,8,3,Barrel O Slime,Maven Toys Pachuca 1,600373,Art & Crafts,Pachuca,4/30/2023,Downtown,8,10/14/2004,3,8,2,2023,1.99,3.99,31.92,100.5,High
Average Store,Excellent,50.42,Niche Premium Product,sales_2023.csv,8,3,Barrel O Slime,Maven Toys Pachuca 1,601161,Art & Crafts,Pachuca,4/30/2023,Downtown,8,10/14/2004,3,8,2,2023,1.99,3.99,31.92,100.5,High
Average Store,Excellent,50.42,Niche Premium Product,sales_2023.csv,17,3,Barrel O Slime,Maven Toys Toluca 1,467506,Art & Crafts,Toluca,2/3/2023,Downtown,17,12/9/2007,3,8,1,2023,1.99,3.99,31.92,100.5,High
Average Store,Excellent,50.42,Niche Premium Product,sales_2023.csv,17,3,Barrel O Slime,Maven Toys Toluca 1,468318,Art & Crafts,Toluca,2/3/2023,Downtown,17,12/9/2007,3,8,1,2023,1.99,3.99,31.92,100.5,High
Average Store,Excellent,50.42,Niche Premium Product,sales_2023.csv,23,3,Barrel O Slime,Maven Toys Chihuahua 1,459042,Art & Crafts,Chihuahua,1/28/2023,Commercial,23,6/12/2010,3,8,1,2023,1.99,3.99,31.92,100.5,High
Average Store,Excellent,50.42,Niche Premium Product,sales_2023.csv,44,3,Barrel O Slime,Maven Toys Puebla 3,605653,Art & Crafts,Puebla,5/4/2023,Residential,44,12/27/2014,3,8,2,2023,1.99,3.99,31.92,100.5,High
High Performing Mature Store,Average,7.4,Low Performer,sales_2023.csv,14,18,Lego Bricks,Maven Toys Guanajuato 1,523232,Toys,Guanajuato,3/14/2023,Downtown,14,1/31/2007,18,8,1,2023,34.99,39.99,319.92,14.29,Low
High Performing Mature Store,Average,7.4,Low Performer,sales_2023.csv,14,18,Lego Bricks,Maven Toys Guanajuato 1,523232,Toys,Guanajuato,3/14/2023,Downtown,14,1/31/2007,18,8,1,2023,34.99,39.99,319.92,14.29,Low
High Performing Mature Store,Average,7.35,Low Performer,sales_2023.csv,6,19,Magic Sand,Maven Toys Mexicali 1,594931,Art & Crafts,Mexicali,4/28/2023,Commercial,6,12/13/2003,19,8,2,2023,13.99,15.99,127.92,14.3,Low
